08-06-2023 | 10:33:08.929 | INFO  | 292 | prepareWebApplicationContext | o.s.b.w.s.c.ServletWebServerApplicationContext | Root WebApplicationContext: initialization completed in 1504 ms
08-06-2023 | 10:33:09.111 | INFO  | 31 | logPersistenceUnitInformation | o.h.j.i.u.LogHelper | HHH000204: Processing PersistenceUnitInfo [name: default]
08-06-2023 | 10:33:09.154 | INFO  | 44 | logVersion | o.h.Version | HHH000412: Hibernate ORM core version 5.6.15.Final
08-06-2023 | 10:33:09.304 | INFO  | 56 | <clinit> | o.h.a.c.Version | HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
08-06-2023 | 10:33:09.394 | INFO  | 110 | getConnection | c.z.h.HikariDataSource | HikariPool-1 - Starting...
08-06-2023 | 10:33:09.723 | INFO  | 123 | getConnection | c.z.h.HikariDataSource | HikariPool-1 - Start completed.
08-06-2023 | 10:33:09.748 | INFO  | 175 | <init> | o.h.d.Dialect | HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
08-06-2023 | 10:33:10.357 | INFO  | 52 | initiateService | o.h.e.t.j.p.i.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
08-06-2023 | 10:33:10.367 | INFO  | 437 | buildNativeEntityManagerFactory | o.s.o.j.LocalContainerEntityManagerFactoryBean | Initialized JPA EntityManagerFactory for persistence unit 'default'
08-06-2023 | 10:33:10.884 | WARN  | 223 | openEntityManagerInViewInterceptor | o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
08-06-2023 | 10:33:11.702 | INFO  | 59 | startServer | o.s.b.d.a.OptionalLiveReloadServer | LiveReload server is running on port 35729
08-06-2023 | 10:33:11.742 | INFO  | 220 | start | o.s.b.w.e.t.TomcatWebServer | Tomcat started on port(s): 8090 (http) with context path ''
08-06-2023 | 10:33:11.753 | INFO  | 61 | logStarted | c.k.v.RoleRestApplication | Started RoleRestApplication in 4.825 seconds (JVM running for 5.702)
08-06-2023 | 10:34:08.092 | INFO  | 159 | shutdown | o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin | Application shutdown requested.
08-06-2023 | 10:34:08.099 | INFO  | 173 | log | o.a.c.c.StandardService | Stopping service [Tomcat]
08-06-2023 | 10:34:08.109 | INFO  | 651 | destroy | o.s.o.j.LocalContainerEntityManagerFactoryBean | Closing JPA EntityManagerFactory for persistence unit 'default'
08-06-2023 | 10:34:08.113 | INFO  | 350 | close | c.z.h.HikariDataSource | HikariPool-1 - Shutdown initiated...
08-06-2023 | 10:34:08.122 | INFO  | 352 | close | c.z.h.HikariDataSource | HikariPool-1 - Shutdown completed.
